"","Sampleid","Purity","Ploidy","Sex","Contamination","Flagged","Failed","Curated","Comment"
"1","C239.TCGA.09.2045.01A.01W.0799.08.2_gdc_realn",0.89,2.027517146594,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"2","C239.TCGA.24.2271.01A.01W.0799.08.2_gdc_realn",0.68,1.86553222817314,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (78.7%)"
"3","C239.TCGA.61.2008.01A.02W.0722.08.2_gdc_realn",0.69,3.08377094981141,"FALSE",0.00234128456084332,TRUE,FALSE,FALSE,"NOISY SEGMENTATION;POTENTIAL SAMPLE CONTAMINATION"
"4","C239.TCGA.13.0751.01A.01D.5_gdc_realn",0.91,2.80752832415024,"FALSE",0,TRUE,FALSE,FALSE,"HIGH PURITY AND model.homozygous=FALSE;NOISY SEGMENTATION"
"5","C239.TCGA.25.1319.01A.01D.5_gdc_realn",0.86,3.42428241976555,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"6","C239.TCGA.24.2281.01A.01W.0799.08.2_gdc_realn",0.5,3.62762901280855,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"7","C239.TCGA.24.2033.01A.01W.0722.08.2_gdc_realn",0.77,3.22311962862186,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"8","C239.TCGA.24.2267.01A.01W.0799.08.2_gdc_realn",0.56,2.93194745580578,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"9","C239.TCGA.25.2042.01A.01W.0799.08.2_gdc_realn",0.51,2.8569556459839,"FALSE",0,FALSE,FALSE,FALSE,NA
"10","C239.TCGA.61.1728.01A.01W.0699.08.4_gdc_realn",0.39,3.21255967028143,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"11","C239.TCGA.61.2094.01A.01W.0722.08.2_gdc_realn",0.37,3.48355490013217,"FALSE",9.95863838024843e-05,FALSE,FALSE,FALSE,NA
"12","C239.TCGA.09.2051.01A.01W.0799.08.2_gdc_realn",0.63,3.54511166447542,"FALSE",0.000907785205178545,TRUE,FALSE,FALSE,"POOR GOF (79.1%);NOISY SEGMENTATION"
"13","C239.TCGA.57.1993.01A.01W.0699.08.5_gdc_realn",0.71,4.27540644650021,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"14","C239.TCGA.24.2261.01A.01W.0722.08.2_gdc_realn",0.68,2.84969896631562,"FALSE",0,FALSE,FALSE,FALSE,NA
"15","C239.TCGA.24.2289.01A.01W.0799.08.2_gdc_realn",0.59,2.50925131006267,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"16","C239.TCGA.61.2097.01A.02W.0722.08.5_gdc_realn",0.56,3.26259625277538,"FALSE",0.00244130187788154,TRUE,FALSE,FALSE,"POTENTIAL SAMPLE CONTAMINATION"
"17","C239.TCGA.59.2354.01A.01W.0799.08.3_gdc_realn",0.64,1.84750360913619,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"18","C239.TCGA.61.2102.01A.01W.0722.08.4_gdc_realn",0.85,2.65596334604237,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"19","C239.TCGA.23.2072.01A.01W.0722.08.3_gdc_realn",0.78,2.70138366154766,"FALSE",0.00199543661142258,TRUE,FALSE,FALSE,"NOISY SEGMENTATION;POTENTIAL SAMPLE CONTAMINATION"
"20","C239.TCGA.24.2254.01A.01W.0722.08.2_gdc_realn",0.78,1.74921891951197,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (78.9%)"
"21","C239.TCGA.61.2110.01A.01W.0722.08.4_gdc_realn",0.53,2.58002981129694,"FALSE",0.0731340938837764,TRUE,FALSE,FALSE,"POOR GOF (77.9%);POTENTIAL SAMPLE CONTAMINATION"
"22","C239.TCGA.61.2088.01A.01W.0722.08.4_gdc_realn",0.87,3.29072995129647,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"23","C239.TCGA.61.2003.01A.01W.0722.08.3_gdc_realn",0.44,3.58720224923061,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (78.6%)"
"24","C239.TCGA.61.2000.01A.01W.0722.08.3_gdc_realn",0.6,3.03289762080493,"FALSE",0.0360235070744574,TRUE,FALSE,FALSE,"POOR GOF (79.7%);NOISY SEGMENTATION;POTENTIAL SAMPLE CONTAMINATION"
"25","C239.TCGA.24.2288.01A.01W.0799.08.2_gdc_realn",0.61,3.02042039790774,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"26","C239.TCGA.24.2036.01A.01W.0722.08.2_gdc_realn",0.9,1.91636799945411,"FALSE",0,FALSE,FALSE,FALSE,NA
"27","C239.TCGA.24.1927.01A.01W.0699.08.4_gdc_realn",0.73,1.907472145364,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (79.9%);NOISY SEGMENTATION"
"28","C239.TCGA.61.1995.01A.01W.0722.08.2_gdc_realn",0.8,1.64283880954785,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (72%)"
"29","C239.TCGA.25.2391.01A.01W.0799.08.2_gdc_realn",0.85,1.81781852779725,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"30","C239.TCGA.23.2084.01A.02W.0722.08.7_gdc_realn",0.75,2.77407302663873,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (78.7%);HIGH AT- OR GC-DROPOUT"
"31","C239.TCGA.24.2293.01A.01W.0799.08.2_gdc_realn",0.55,2.5740738257325,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (79.2%)"
"32","C239.TCGA.61.2113.01A.01W.0722.08.7_gdc_realn",0.48,2.42861767848277,"FALSE",0.0628718429620196,TRUE,FALSE,FALSE,"POOR GOF (74.8%);EXCESSIVE LOH;NOISY LOG-RATIO;POTENTIAL SAMPLE CONTAMINATION"
"33","C239.TCGA.61.1736.01B.01W.0722.08.2_gdc_realn",0.78,1.79576427416746,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (73.1%)"
"34","C239.TCGA.59.2363.01A.01W.0799.08.2_gdc_realn",0.9,1.69254125754375,"FALSE",5.52946316164711e-05,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"35","C239.TCGA.30.1891.01A.01W.0699.08.3_gdc_realn",0.72,1.83326742954018,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"36","C239.TCGA.25.2392.01A.01W.0799.08.2_gdc_realn",0.64,4.64358039663623,"FALSE",0,TRUE,FALSE,FALSE,"RARE KARYOTYPE;NOISY SEGMENTATION"
"37","C239.TCGA.61.2104.01A.01W.0722.08.3_gdc_realn",0.73,2.95047151272159,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"38","C239.TCGA.61.2016.01A.01W.0722.08.2_gdc_realn",0.82,1.70675922113004,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (79.5%)"
"39","C239.TCGA.23.2079.01A.01W.0722.08.2_gdc_realn",0.75,2.46614721084547,"FALSE",0,FALSE,FALSE,FALSE,NA
"40","C239.TCGA.09.2050.01A.01W.0799.08.2_gdc_realn",0.93,1.75303684271155,"FALSE",0,TRUE,FALSE,FALSE,"HIGH PURITY AND model.homozygous=FALSE;NOISY SEGMENTATION"
"41","C239.TCGA.24.2019.01A.02W.0722.08.4_gdc_realn",0.72,3.00775194516034,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (79.5%)"
"42","C239.TCGA.59.2350.01A.01W.0799.08.4_gdc_realn",0.83,1.68266777184634,"FALSE",0,FALSE,FALSE,FALSE,NA
"43","C239.TCGA.59.2352.01A.01W.0799.08.4_gdc_realn",0.64,3.5663347216553,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"44","C239.TCGA.09.2049.01D.01W.0799.08.2_gdc_realn",0.87,3.26819508143351,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"45","C239.TCGA.29.2427.01A.01W.0799.08.2_gdc_realn",0.71,1.80465586496932,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"46","C239.TCGA.24.2260.01A.01W.0722.08.2_gdc_realn",0.78,3.17605682967589,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"47","C239.TCGA.24.2262.01A.01W.0799.08.2_gdc_realn",0.75,1.98017231599568,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"48","C239.TCGA.61.2096.01A.01W.0722.08.3_gdc_realn",0.87,1.81679216527818,"FALSE",0.000259904994380349,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"49","C239.TCGA.23.2081.01A.01W.0722.08.5_gdc_realn",0.8,1.83142524583486,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (69.2%)"
"50","C239.TCGA.25.2401.01A.01W.0799.08.2_gdc_realn",0.59,1.92308483265253,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"51","C239.TCGA.23.2078.01A.01W.0722.08.2_gdc_realn",0.67,3.00418568995954,"FALSE",0,TRUE,FALSE,FALSE,"POOR GOF (79.7%)"
"52","C239.TCGA.31.1953.01A.01W.0699.08.3_gdc_realn",0.58,3.64587574533231,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"53","C239.TCGA.30.1862.01A.02W.0699.08.6_gdc_realn",0.68,2.46686418213225,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"54","C239.TCGA.24.2024.01A.02W.0722.08.3_gdc_realn",0.85,1.75852361148133,"FALSE",0.000345551671121028,TRUE,FALSE,FALSE,"POOR GOF (75%)"
"55","C239.TCGA.25.2400.01A.01W.0799.08.2_gdc_realn",0.72,4.05279519472174,"FALSE",0.000197170259884783,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"56","C239.TCGA.61.2009.01A.01W.0722.08.5_gdc_realn",0.52,3.38908567240979,"FALSE",0,FALSE,FALSE,FALSE,NA
"57","C239.TCGA.61.1998.01A.01W.0722.08.2_gdc_realn",0.39,2.73732702418243,"FALSE",0.0514166934360571,TRUE,FALSE,FALSE,"POOR GOF (75.4%);NOISY LOG-RATIO;POTENTIAL SAMPLE CONTAMINATION"
"58","C239.TCGA.30.1853.01A.02W.0699.08.6_gdc_realn",0.92,2.52491197773732,"Coverage: F VCF: M",0,TRUE,FALSE,FALSE,"HIGH PURITY AND model.homozygous=FALSE;NOISY SEGMENTATION"
"59","C239.TCGA.24.2290.01A.01W.0799.08.2_gdc_realn",0.75,3.61889487790325,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"60","C239.TCGA.25.2408.01A.01W.0799.08.2_gdc_realn",0.78,1.99496256166525,"FALSE",0,FALSE,FALSE,FALSE,NA
"61","C239.TCGA.24.2298.01A.01W.0799.08.2_gdc_realn",0.72,2.58661622905576,"FALSE",0.000331024953504166,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"62","C239.TCGA.24.2038.01A.01W.0722.08.2_gdc_realn",0.91,2.20274077900559,"FALSE",0,TRUE,FALSE,FALSE,"HIGH PURITY AND model.homozygous=FALSE"
"63","C239.TCGA.13.1500.01A.01D.3_gdc_realn",0.74,1.87273698394391,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"64","C239.TCGA.24.2295.01A.01W.0799.08.2_gdc_realn",0.95,4.53383927836143,"FALSE",0.0348779411054534,TRUE,FALSE,FALSE,"RARE KARYOTYPE;HIGH PURITY AND model.homozygous=FALSE;NOISY SEGMENTATION;POTENTIAL SAMPLE CONTAMINATION"
"65","C239.TCGA.61.1919.01A.01W.0699.08.5_gdc_realn",0.5,2.87013085773987,"FALSE",0,FALSE,FALSE,FALSE,NA
"66","C239.TCGA.61.2012.01A.01W.0722.08.3_gdc_realn",0.61,2.84958308551437,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"67","C239.TCGA.09.2056.01B.01W.0722.08.2_gdc_realn",0.86,1.74544664143072,"FALSE",0.00115024063574827,TRUE,FALSE,FALSE,"POTENTIAL SAMPLE CONTAMINATION"
"68","C239.TCGA.13.0757.01A.01D.4_gdc_realn",0.71,3.89963203727523,"FALSE",0,TRUE,FALSE,FALSE,"NOISY SEGMENTATION"
"69","C239.TCGA.59.2355.01A.01W.0799.08.2_gdc_realn",0.73,1.88436453479082,"FALSE",0,FALSE,FALSE,FALSE,NA
